ID	Species	Culture collection number	Isolation source	Country	Continent	Category 1	Category 2	Category 3	joined_1_2
85	Komagataeibacter hansenii	DSM 5602, ATCC 35959, BCC 6318, CCUG 18123, LMG 1527, NBRC 14820, NCIMB 8746, JCM 7643, BCRC 14157, CGMCC 1.1811, CIP 103110, IFO 14820, VTT E-97829	Food, Local vinegar brew###Local vinegar brewery###Mutant derived from vinegar isolate NCIB 8745###vinegar	Israel	Asia	Condition###Engineered###Engineered###Condition###Engineered###Engineered###Condition###Engineered###Engineered###Condition###Engineered###Engineered	Acidic###Food production###Food production###Acidic###Food production###Food production###Acidic###Food production###Food production###Acidic###Food production###Food production	Food###Fermented###Food###Fermented###Food###Fermented###Food###Fermented	Engineered@@@Food production###Condition@@@Acidic
88	Acetobacter xylinus	DSM 6513, ATCC 23767, BCC 7226, JCM 7644, LMG 1515, NBRC 15237, NCIMB 11664, BCRC 12952, CCM 3611, CCUG 37299, CECT 7351, CIP 103107, IFO 15237, NCTC 4112, VTT E-97831	Plant, Mountain ash berries###Mountain ash berries###mountains ash berries			Host Body-Site###Host###Host###Host Body-Site###Host###Host###Host Body-Site###Host###Host	Plant###Plants###Plants###Plant###Plants###Plants###Plant###Plants###Plants	Fruit (Seed)###Tree###Shrub (Scrub)###Fruit (Seed)###Tree###Shrub (Scrub)###Fruit (Seed)###Tree###Shrub (Scrub)	Host@@@Plants###Host Body-Site@@@Plant
90	Acetobacter xylinus	DSM 46605, ATCC 14851, IMET 10316, NCIB 8132	vinegar brew			Engineered	Food production	Food	Engineered@@@Food production
91	Komagataeibacter oboediens	DSM 11826, JCM 16937, LMG 18849, NCIMB 13557, LTH 2460, BCC 36445, BCRC 17057, CIP 105763	Food, Red wine vinegar###Submerged cider vinegar fermentation at a factory###industrial red wine vinegar fermentation	Germany	Europe	Engineered###Engineered###Engineered###Engineered###Engineered###Engineered###Engineered###Engineered###Engineered	Food production###Industrial###Food production###Food production###Industrial###Food production###Food production###Industrial###Food production	Beverage###Fermented###Beverage###Fermented###Beverage###Fermented	Engineered@@@Food production###Engineered@@@Industrial
92	Komagataeibacter intermedius	DSM 11804, BCC 36457, JCM 16936, LMG 18909, BCC 36447, BCRC 17055, CIP 105780, ZIM B073	Swiss Kombucha beverage###Liquid phase of a tea fungus beverage (Kombucha)###tea fungus beverage (Komucha)	Switzerland	Europe	Engineered###Host###Engineered###Engineered###Host###Engineered###Engineered###Host###Engineered	Food production###Fungi###Food production###Food production###Fungi###Food production###Food production###Fungi###Food production	Beverage###Fermented###Beverage###Fermented###Beverage###Fermented	Engineered@@@Food production###Host@@@Fungi
93	Komagataeibacter swingsii	DSM 16373, BCC 36451, JCM 17123, LMG 22125, DST GL01, CIP 109760	Food, Organic apple juice###Apple juice in South Tyrol region###organic apple juice	Italy	Europe	Host Body Product###Engineered###Host Body Product###Engineered###Host Body Product###Engineered	Plant###Food production###Plant###Food production###Plant###Food production	Juice (natural)###Beverage###Juice (natural)###Beverage###Juice (natural)###Beverage	Engineered@@@Food production###Host Body Product@@@Plant
94	Komagataeibacter rhaeticus	DSM 16663, BCC 36452, JCM 17122, LMG 22126, DST GL02, CIP 109761	Food, Organic apple juice###Apple juice in South Tyrol region###organic apple juice	Italy	Europe	Host Body Product###Engineered###Host Body Product###Engineered###Host Body Product###Engineered	Plant###Food production###Plant###Food production###Plant###Food production	Juice (natural)###Beverage###Juice (natural)###Beverage###Juice (natural)###Beverage	Engineered@@@Food production###Host Body Product@@@Plant
95	Komagataeibacter sucrofermentans	DSM 15973, BCC 7227, JCM 9730, LMG 18788, BPR 2001, ATCC 700178, BCRC 80162, CECT 7291, CIP 106078	Cherry###black cherry	Japan	Asia	Climate###Host###Climate###Host###Climate###Host	Temperate###Plants###Temperate###Plants###Temperate###Plants	Tree###Tree###Tree	Host@@@Plants###Climate@@@Temperate
96	Acholeplasma laidlawii	DSM 19106	human choriocarcinoma cell line JAR	Germany	Europe	Host	Human		Host@@@Human
97	Acholeplasma laidlawii	DSM 23060, ATCC 23206, CIP 75.27, IFO (now NBRC) 14400, NCTC 10116, CCUG 32754	Environment, Sewage###sewage			Engineered###Engineered	Waste###Waste	Wastewater###Wastewater	Engineered@@@Waste
98	Acidaminococcus fermentans	CCUG 9996, CIP 106432, DSM 20731, ATCC 25085	Animal, Pig, gut###pig gut			Host Body-Site###Host###Host Body-Site###Host###Host Body-Site###Host	Gastrointestinal tract###Mammals###Gastrointestinal tract###Mammals###Gastrointestinal tract###Mammals	Suidae (Pig,Swine)###Suidae (Pig,Swine)###Suidae (Pig,Swine)	Host@@@Mammals###Host Body-Site@@@Gastrointestinal tract
99	Acidaminococcus intestini	DSM 21505, CCUG 50930, CIP 108586, KCTC 15229, ADV 255.99, AIP 283.01	Human, Peritoneal liquid###From human peritoneal fluid, 45-yr-old man###Human peritoneal fluid,45-yr-old man###gastro-intestinal tract of humans###Human peritoneal fluid	France	Europe	Host Body-Site###Host Body Product###Host###Infection###Host Body-Site###Host Body Product###Host###Infection###Host Body-Site###Host Body Product###Host###Infection###Host Body-Site###Host Body Product###Host###Infection###Host Body-Site###Host Body Product###Host###Infection	Other###Fluids###Human###Patient###Other###Fluids###Human###Patient###Other###Fluids###Human###Patient###Other###Fluids###Human###Patient###Other###Fluids###Human###Patient	Abdomen###Abdomen###Abdomen###Abdomen###Abdomen	Host Body Product@@@Fluids###Host@@@Human###Host Body-Site@@@Other###Infection@@@Patient
100	Phascolarctobacterium faecium	DSM 14760, ACM 3679	koala faeces	Australia	Australia and Oceania	Host Body Product###Host	Gastrointestinal tract###Mammals	Feces (Stool)	Host Body Product@@@Gastrointestinal tract###Host@@@Mammals
101	Phascolarctobacterium faecium	DSM 14761, ACM 3680	koala faeces	Australia	Australia and Oceania	Host Body Product###Host	Gastrointestinal tract###Mammals	Feces (Stool)	Host Body Product@@@Gastrointestinal tract###Host@@@Mammals
102	Phascolarctobacterium faecium	DSM 14762, ACM 3681	koala faeces	Australia	Australia and Oceania	Host Body Product###Host	Gastrointestinal tract###Mammals	Feces (Stool)	Host Body Product@@@Gastrointestinal tract###Host@@@Mammals
103	Succiniclasticum ruminis	DSM 9236	rumen of cow	Sweden	Europe	Host Body-Site###Host Body-Site###Host	Gastrointestinal tract###Organ###Mammals	Stomach###Rumen###Bovinae (Cow, Cattle)	Host Body-Site@@@Organ###Host@@@Mammals###Host Body-Site@@@Gastrointestinal tract
104	Succiniclasticum sp.	DSM 11005	cow rumen	Sweden	Europe	Host Body-Site###Host	Organ###Mammals	Rumen###Bovinae (Cow, Cattle)	Host Body-Site@@@Organ###Host@@@Mammals
105	Succinispira mobilis	DSM 6222	"mixed  culture growing on glycolate, originally  obtained  from  a  pond  receiving  effluent 
from an anaerobic solids digester###anaerobic solids digester"	New Zealand	Australia and Oceania	Condition###Environmental###Engineered###Engineered###Condition###Environmental###Engineered###Engineered	Anoxic (anaerobic)###Aquatic###Laboratory###Biodegradation###Anoxic (anaerobic)###Aquatic###Laboratory###Biodegradation	Pond (small)###Lab enrichment###Anaerobic digestor###Pond (small)###Lab enrichment###Anaerobic digestor	Engineered@@@Biodegradation###Engineered@@@Laboratory###Condition@@@Anoxic (anaerobic)###Environmental@@@Aquatic
106	Acidimicrobium ferrooxidans	DSM 10331, NBRC 103882, JCM 15462	Icelandic geothermal site###warm,acidic,iron-,sulphur-or mineral-sulphide-rich environments###hot spring run-off	Iceland	Europe	Condition###Condition###Environmental###Condition###Condition###Condition###Environmental###Condition###Condition###Condition###Environmental###Condition	Sulfuric###Acidic###Aquatic###Thermophilic (>45°C)###Sulfuric###Acidic###Aquatic###Thermophilic (>45°C)###Sulfuric###Acidic###Aquatic###Thermophilic (>45°C)	Thermal spring###Thermal spring###Thermal spring	Condition@@@Sulfuric###Condition@@@Acidic###Condition@@@Thermophilic (>45°C)###Environmental@@@Aquatic
108	Ferrimicrobium acidiphilum	DSM 19497, ATCC BAA-1647, DSM 11138	sulfur mine###mine water###pyrite enrichment cultures inoculated with mine water (pH 2.0 - 3.0)	United Kingdom	Europe	Condition###Engineered###Condition###Environmental###Engineered###Condition###Engineered###Condition###Environmental###Engineered###Condition###Engineered###Condition###Environmental###Engineered	Sulfuric###Other###Acidic###Aquatic###Laboratory###Sulfuric###Other###Acidic###Aquatic###Laboratory###Sulfuric###Other###Acidic###Aquatic###Laboratory	Mine###Lab enrichment###Mine###Lab enrichment###Mine###Lab enrichment	Condition@@@Acidic###Engineered@@@Other###Environmental@@@Aquatic###Engineered@@@Laboratory###Condition@@@Sulfuric
109	Ferrithrix thermotolerans	DSM 19514, ATCC BAA-1645	geothermal site###mineral sample (pH 2.7; 31 °C)	USA	North America	Condition###Environmental###Condition###Environmental	Acidic###Terrestrial###Acidic###Terrestrial		Condition@@@Acidic###Environmental@@@Terrestrial
110	Ilumatobacter fluminis	DSM 18936, JCM 17811, MBIC 08263	Sediment at the mouth of the Kuiragawa River###sediment	Japan	Asia	Environmental###Environmental###Environmental###Environmental	Terrestrial###Aquatic###Terrestrial###Aquatic	Sediment###Sediment###Sediment###Sediment	Environmental@@@Terrestrial###Environmental@@@Aquatic
111	Acidithiobacillus ferrooxidans	DSM 583	coal mine effluent			Engineered###Engineered	Other###Waste	Mine###Industrial wastewater	Engineered@@@Other###Engineered@@@Waste
112	Acidithiobacillus ferrooxidans	DSM 584	coal mine effluent			Engineered###Engineered	Other###Waste	Mine###Industrial wastewater	Engineered@@@Other###Engineered@@@Waste
113	Acidithiobacillus ferrooxidans	DSM 585	coal mine effluent			Engineered###Engineered	Other###Waste	Mine###Industrial wastewater	Engineered@@@Other###Engineered@@@Waste
114	Acidithiobacillus ferrooxidans	DSM 1927	mine water	Austria	Europe	Environmental###Engineered	Aquatic###Other	Mine	Engineered@@@Other###Environmental@@@Aquatic
115	Acidithiobacillus ferrooxidans	DSM 9464	chalcocite overburden pond	Australia	Australia and Oceania	Environmental###Environmental	Terrestrial###Aquatic	Geologic###Pond (small)	Environmental@@@Terrestrial###Environmental@@@Aquatic
116	Acidithiobacillus ferrooxidans	DSM 9465	mine shaff water sample	Australia	Australia and Oceania	Environmental###Engineered	Aquatic###Other	Mine	Engineered@@@Other###Environmental@@@Aquatic
117	Acidithiobacillus ferrooxidans	DSM 11477	mine drainage water	Peru	Middle and South America	Environmental###Engineered	Aquatic###Other	Mine	Engineered@@@Other###Environmental@@@Aquatic
118	Acidithiobacillus ferrooxidans	DSM 14882, ATCC 23270, NCIMB 8455	acid, bituminous coal mine effluent	USA	North America	Condition###Engineered	Acidic###Other	Mine	Engineered@@@Other###Condition@@@Acidic
119	Acidithiobacillus ferrivorans	DSM 17398	sediment sample	Russia	Asia	Environmental###Environmental	Aquatic###Terrestrial	Sediment###Sediment	Environmental@@@Terrestrial###Environmental@@@Aquatic
120	Acidithiobacillus ferrooxidans	DSM 24419, JCM 39165	Continental solfataric field at Pisciarelli###Solfatara	Italy	Europe	Environmental###Environmental	Terrestrial###Terrestrial	Volcanic###Volcanic	Environmental@@@Terrestrial
122	Acidithiobacillus thiooxidans	DSM 622	pond water	Germany	Europe	Environmental	Aquatic	Pond (small)	Environmental@@@Aquatic
123	Acidithiobacillus thiooxidans	DSM 9463	bioleaching reactor	Australia	Australia and Oceania	Engineered	Bioreactor		Engineered@@@Bioreactor
124	Acidithiobacillus thiooxidans	DSM 11478	mine drainage water	Brazil	Middle and South America	Environmental###Engineered	Aquatic###Other	Mine	Engineered@@@Other###Environmental@@@Aquatic
125	Acidithiobacillus thiooxidans	DSM 14887, ATCC 19377, JCM 3867, NCIMB 8343, CIP 104597, IAM 12134	Kimmeridge clay	United Kingdom	Europe	Environmental###Environmental###Environmental	Terrestrial###Terrestrial###Terrestrial	Geologic###Geologic###Geologic	Environmental@@@Terrestrial
126	Acidithiobacillus caldus	DSM 8584, ATCC 51756	coal spoil enrichment culture K of P. Norris, Univ. of Warwick	United Kingdom	Europe	Engineered	Laboratory	Lab enrichment	Engineered@@@Laboratory
127	Acidithiobacillus caldus	DSM 9466	continuous bioleaching reactor	Australia	Australia and Oceania	Engineered###Engineered###Engineered	Industrial###Other###Bioreactor	Mine	Engineered@@@Industrial###Engineered@@@Other###Engineered@@@Bioreactor
128	Acidithiobacillus albertensis	DSM 14366, ATCC 35403	acidic soil at sulfur stockpile	Canada	North America	Condition###Condition###Environmental	Sulfuric###Acidic###Terrestrial	Soil	Condition@@@Sulfuric###Condition@@@Acidic###Environmental@@@Terrestrial
129	Acidithiobacillus ferrivorans	DSM 22755, JCM 15606	Copper mine spoil drainage in Norway###acid mine drainage	Norway	Europe	Condition###Environmental###Engineered###Condition###Environmental###Engineered	Acidic###Aquatic###Other###Acidic###Aquatic###Other	Mine###Mine	Engineered@@@Other###Condition@@@Acidic###Environmental@@@Aquatic
130	Acidithiobacillus sp.	DSM 24413		Iceland	Europe				
131	Acidobacterium capsulatum	DSM 11244, ATCC 51196, JCM 7670, NCIMB 13165, BCRC 80197, IFO 15755, NBRC 15755	Mine at Okayama Pref.###acidic mineral environment	Japan	Asia	Condition###Environmental###Condition###Environmental	Acidic###Acidic		Environmental@@@Acidic###Condition@@@Acidic
132	Edaphobacter modestus	DSM 18101, ATCC BAA-1329	Soil sample Mollisol (rendolls) upper 3 cm of Ah horizon, 1400 m above sea level, sample soil temperature -3 Grad Celcius###alpine rendzina (mollisols: rendolls; pH 6.3) located at an altitude of 1400 m on Jochberg	Germany	Europe	Condition###Environmental###Climate###Condition###Environmental###Climate	Psychrophilic (<10°C)###Terrestrial###Cold###Psychrophilic (<10°C)###Terrestrial###Cold	Soil###Alpine###Soil###Alpine	Climate@@@Cold###Condition@@@Psychrophilic (<10°C)###Environmental@@@Terrestrial
133	Edaphobacter aggregans	DSM 19364, ATCC BAA-1497	Soil sample, protorendzina (leptosol), upper 8 bis 13 cm of Ah horizon###protorendzina (leptosol) in a deciduous forest near Würzburg	Germany	Europe	Environmental###Environmental###Environmental###Environmental	Terrestrial###Terrestrial###Terrestrial###Terrestrial	Soil###Forest###Soil###Forest	Environmental@@@Terrestrial
134	Terriglobus roseus	DSM 18391, NRRL B-41598, KBS 63	soil	USA	North America	Environmental	Terrestrial	Soil	Environmental@@@Terrestrial
135	Terriglobus saanensis	DSM 23119, ATCC BAA-1853	tundra soil from a wind-exposed mountain ridge	Finland	Europe	Environmental###Environmental###Environmental###Environmental	Terrestrial###Terrestrial###Terrestrial###Terrestrial	Tundra###Soil###Tundra###Soil	Environmental@@@Terrestrial
136	Granulicella rosea	DSM 18704, ATCC BAA-1396, TPO 1014	sphagnum peat bog Obukhovskoe###<i>Sphagnum</i> peat bog	Russia	Europe	Host###Environmental###Host###Environmental	Plants###Terrestrial###Plants###Terrestrial	Peat moss###Wetland (Swamp)###Peat moss###Wetland (Swamp)	Host@@@Plants###Environmental@@@Terrestrial
137	Granulicella pectinivorans	DSM 21001, VKM B-2509	<i>Sphagnum</i> peat bog	Russia	Europe	Environmental###Host	Terrestrial###Plants	Wetland (Swamp)###Peat moss	Host@@@Plants###Environmental@@@Terrestrial
138	Granulicella aggregans	DSM 22516, LMG 25274, VKM B-2571	<i>Sphagnum</i> peat bog	Russia	Europe	Environmental###Host	Terrestrial###Plants	Wetland (Swamp)###Peat moss	Host@@@Plants###Environmental@@@Terrestrial
139	Granulicella paludicola	DSM 22464, LMG 25275	sphagnum peat bog Obukhovskoe###<i>Sphagnum</i> peat bog	Russia	Europe	Environmental###Host###Environmental###Host	Terrestrial###Plants###Terrestrial###Plants	Wetland (Swamp)###Peat moss###Wetland (Swamp)###Peat moss	Host@@@Plants###Environmental@@@Terrestrial
140	Telmatobacter bradus	DSM 23630, VKM B-2570	<i>Sphagnum</i> peat	Russia	Europe	Host	Plants	Peat moss	Host@@@Plants
141	Bryocella elongata	DSM 22489, LMG 25276, SN 10	methanotrophic community enriched from a <i>Sphagnum</i> peat  sample	Russia	Europe	Host###Engineered	Plants###Laboratory	Peat moss###Lab enrichment	Host@@@Plants###Engineered@@@Laboratory
142	Acidicapsa borealis	DSM 23886, LMG 25897, VKM B-2678	"Katin Mokh
Sphagnum peat bog"	Russia	Europe	Host###Environmental###Host###Environmental	Plants###Terrestrial###Plants###Terrestrial	Peat moss###Wetland (Swamp)###Peat moss###Wetland (Swamp)	Host@@@Plants###Environmental@@@Terrestrial
143	Acidicapsa ligni	DSM 25248, LMG 26244, NCCB 100371, VKM B-2677	natural birch wood sample, Hypholoma fasciculare###decaying wood colonized by <i>Hypholoma fasciculare</i> in a temperate broadleaf forest	Netherlands	Europe	Climate###Host Body Product###Host###Host###Climate###Host Body Product###Host###Host	Temperate###Plant###Plants###Fungi###Temperate###Plant###Plants###Fungi	Timber###Decomposing plant###Mushroom###Timber###Decomposing plant###Mushroom	Host@@@Plants###Host Body Product@@@Plant###Climate@@@Temperate###Host@@@Fungi
144	Actinobaculum suis	DSM 20639, ATCC 33144, CCUG 19206, CIP 105361, LMG 18291, Soltys 50052	Animal, Swine, cystitis###Swine cystitis and pyelonephritis###from swine###cystitis and pyelonephritis of pig			Host###Host Body-Site###Infection###Host###Host Body-Site###Infection###Host###Host Body-Site###Infection###Host###Host Body-Site###Infection	Mammals###Urogenital tract###Disease###Mammals###Urogenital tract###Disease###Mammals###Urogenital tract###Disease###Mammals###Urogenital tract###Disease	Suidae (Pig,Swine)###Suidae (Pig,Swine)###Suidae (Pig,Swine)###Suidae (Pig,Swine)	Host Body-Site@@@Urogenital tract###Host@@@Mammals###Infection@@@Disease
145	Actinotignum schaalii	DSM 15541, CCUG 27420, CIP 105739, LMG 18293, CCM 4738	Human, Blood###Human blood,chronic pyelonephritis,64-yr-old man###human blood, chronic pyelonephritis, 64-yr-old man	Sweden	Europe	Host Body Product###Host Body-Site###Host###Infection###Host Body Product###Host Body-Site###Host###Infection###Host Body Product###Host Body-Site###Host###Infection	Fluids###Urogenital tract###Human###Disease###Fluids###Urogenital tract###Human###Disease###Fluids###Urogenital tract###Human###Disease	Blood###Kidney###Male###Blood###Kidney###Male###Blood###Kidney###Male	Host Body Product@@@Fluids###Host@@@Human###Host Body-Site@@@Urogenital tract###Infection@@@Disease
